,Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
248,(Portrait),Alfred Capel Cure,British,1826.0,1896.0,Male,1900,Photography
249,Upholstery Material,Anni Albers,American,1899.0,1994.0,Female,1929,Architecture & Design
250,Double page fold-out plate (folios 17 and 18) from PICCOLO CIRCOLO CHIUSO,Mimmo Paladino,Italian,1948.0,,Male,1991,Prints & Illustrated Books
251,The Unfinished Conversation,John Akomfrah,British,1957.0,,Male,2012,Media and Performance Art
252,In-text plate (page 138) from CIRQUE DE L'ÉTOILE FILANTE,Georges Rouault,French,1871.0,1958.0,Male,1900,Prints & Illustrated Books
253,Nancy,Nancy Hellebrand,American,1944.0,,Female,1982,Photography
254,Untitled. (man with a fish),Dorothea Lange,American,1895.0,1965.0,Female,1963,Photography
255,TARGET from an untitled portfolio,Ronald Markman,American,1931.0,,Male,1900,Prints & Illustrated Books
256,Schema I: Construction of Axes of a Model; Schema II: Cubist Structure (Construction); and Schema III: Cubist Constructed Drawing from On New Systems in Art (O Novykh Sistemakh Visk Usstve),Kazimir Malevich,Russian,1878.0,1935.0,Male,1919,Prints & Illustrated Books
257,Light Trails,William Wegman,American,1943.0,,Male,1900,Media and Performance Art
258,Plate IV (folio 7) from FROM JEWISH POEMS,Maurice Grosman,American,1900.0,1976.0,Male,1900,Prints & Illustrated Books
259,The Guilty Girl Is Fragile,Louise Bourgeois,American,1911.0,2010.0,Female,2000,Prints & Illustrated Books
260,Untitled,Jarrod Beck,American,1977.0,,Male,2004,Drawings
261,Covent Garden Labourers,John Thomson,British,1837.0,1921.0,Male,1877,Photography
262,On the Fortress,Jules Pascin,American,1885.0,1930.0,Male,1914,Prints & Illustrated Books
263,In-text plate (folio 13 verso) from LA MÉTROMANIE,Jean Dubuffet,French,1901.0,1985.0,Male,1900,Prints & Illustrated Books
264,Urchin in the Grass,Richard Stankiewicz,American,1922.0,1983.0,Male,1956,Painting & Sculpture
265,Untitled from Full Moon in Aries (Vollmond im Widder),Sigmar Polke,German,1941.0,2010.0,Male,2004,Prints & Illustrated Books
266,"Sketchbook: El Golea, II",Jean Dubuffet,French,1901.0,1985.0,Male,1948,Drawings
267,Saint-Cloud,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
268,#3 Looking Ahead? So Are We!,Ay-O,Japanese,1931.0,,Male,1965,Prints & Illustrated Books
269,Headpiece (page 97) from POÈMES,Charles Despiau,French,1874.0,1946.0,Male,1933,Prints & Illustrated Books
270,The Pool - Deal,Alfred Stieglitz,American,1864.0,1946.0,Male,1910,Photography
271,Pont Neuf: The Localization of a Tetrahedron in Space from Artists & Photographs,Michael Kirby,American,1931.0,,Male,1970,Prints & Illustrated Books
272,Headpiece (page 9) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,1887.0,1965.0,Male,1900,Prints & Illustrated Books
273,I'se Awake,John McGreer,American,,,Male,1881,Photography
274,"""A Famous Fisherman in Action""",Times Wide World Photos,American,1919.0,1941.0,Gender Unknown,1932,Photography
275,Untitled (for Parkett no. 76),Lucy McKenzie,British,1977.0,,Female,2006,Prints & Illustrated Books
276,Sleeping Figure,Conrad Marca-Relli,American,1913.0,2000.0,Male,1900,Painting & Sculpture
277,"2nd variant of ...SHE PLACES HER CHEEK THERE... SHE EMBRACES IT... (volume II, folio 8) from PASIPHAÉ",Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
278,"Evelyn Phetteplace, Shannon Sopko, Cambridge",Nicholas Nixon,American,1947.0,,Male,1994,Photography
279,Grace in Window,Tanyth Berkeley,American,1969.0,,Female,2006,Photography
280,TWO PART INVENTIONS,James McGarrell,American,1930.0,,Male,1965,Prints & Illustrated Books
281,"Plants, Cahows's Barber Shop, Chapman, Nebraska",Wright Morris,American,1910.0,1998.0,Male,1942,Photography
282,"ELIJAH TOUCHED BY AN ANGEL, plate 87 (volume II, folio 64) from the BIBLE",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
283,"LORD WHO GATHERS OUR EXILES (plate, folio 12) from THE SILENT PRAYER",Peter Freudenthal,Swedish,1938.0,,Male,1977,Prints & Illustrated Books
284,"Holy Redeemer Church, San Cristóbal de la Laguna, Tenerife, Spain (Elevation and perspective sketches)",Fernando Martín Menis,Spanish,1951.0,,Male,2005,Architecture & Design
285,Dziady,Roman Cieslewicz,French,1930.0,1996.0,Male,1967,Architecture & Design
286,Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback,American,1943.0,2003.0,Male,1900,Prints & Illustrated Books
287,Self-Portrait,Arch Connelly,American,1950.0,1993.0,Male,1981,Painting & Sculpture
288,Richard Pousette-Dart Masher,Ray Johnson,American,1927.0,1995.0,Male,1972,Drawings
289,"Backyard--Venice West, California",Robert Frank,American,1924.0,,Male,1900,Photography
290,Stay the Same Never Change,Laurel Nakadate,American,1975.0,,Female,2008,Film
291,Ireland,Henri Cartier-Bresson,French,1908.0,2004.0,Male,1963,Photography
292,First state of plate 6 (folio 34) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,Czech,1871.0,1957.0,Male,1926,Prints & Illustrated Books
293,"Combegrasse, Puy de Dome",Jacques-Henri Lartigue,French,1894.0,1986.0,Male,1922,Photography
294,Flag,James Riddle,American,1933.0,,Male,1964,Fluxus Collection
295,Arithmetic: Class studying under the Spear method,Frances Benjamin Johnston,American,1864.0,1952.0,Female,1900,Photography
296,"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,French,1885.0,1925.0,Male,1900,Prints & Illustrated Books
297,"Rainbow, Lake George",Alfred Stieglitz,American,1864.0,1946.0,Male,1920,Photography
298,Attaque,Louise Bourgeois,American,1911.0,2010.0,Female,1900,Prints & Illustrated Books
299,"The Mile-High Illinois, Chicago Project (Dedication to famous architects and engineers and height comparisons to the Washington Monument, Great Pyramid of Giza, Eiffel Tower, and Empire State Building)",Frank Lloyd Wright,American,1867.0,1959.0,Male,1956,Architecture & Design
300,Untitled,Jene Highstein,American,1942.0,,Male,1982,Prints & Illustrated Books
301,"Variant of in-text plate from page 79 with +remarque- (supplementary suite, plate 30) from LYSISTRATA",František Kupka,Czech,1871.0,1957.0,Male,1900,Prints & Illustrated Books
302,"FIGURE (plate, page 13) from DU CUBISME",André Derain,French,1880.0,1954.0,Male,1947,Prints & Illustrated Books
303,"Lithograph II (plate, page 21) from REPLI",Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
304,"J.R. Butler, President of the Southern Tenant Farmers' Union, Memphis, Tennessee",Dorothea Lange,American,1895.0,1965.0,Female,1938,Photography
305,Untitled from Spirit Cooking,Marina Abramović,Yugoslav,1946.0,,Female,1996,Prints & Illustrated Books
306,Dr. Scud Fly Swatter,Philippe Starck,French,1949.0,,Male,1998,Architecture & Design
307,In-text plate (page 14) from TAGEBÜCHER,Antonio Saura,Spanish,1930.0,1998.0,Male,1988,Prints & Illustrated Books
308,For Father Berrigan,Llyn Foulkes,American,1934.0,,Male,1973,Painting & Sculpture
309,Essene,Frederick Wiseman,American,1930.0,,Male,1972,Film
310,Plate (folio 11) from LA VITTORIA,Jean Tinguely,Swiss,1925.0,1991.0,Male,1900,Prints & Illustrated Books
311,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
312,"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Plan and perspective sketches)",Álvaro Siza,Portuguese,1933.0,,Male,1900,Architecture & Design
313,1 mark note (Emergency currency issued by the city of Itzehoe),Wenzel Hablik,German,1881.0,1934.0,Male,1921,Architecture & Design
314,Scores (pages 5-6) from Fluxus 1,Emmett Williams,American,1925.0,2007.0,Male,1964,Prints & Illustrated Books
315,In-text plate (page 108) from PANTAGRUEL,André Derain,French,1880.0,1954.0,Male,1943,Prints & Illustrated Books
316,Smoke on Cellophane 5,Frederick Sommer,American,1905.0,1999.0,Male,1961,Photography
317,Stalin's Great Aunt,Margaret Bourke-White,American,1904.0,1971.0,Female,1935,Photography
318,Mother and Child,Wifredo Lam,Cuban,1902.0,1982.0,Male,1939,Drawings
319,Drawing for Excreta Fluxorum,George Maciunas,American,1931.0,1978.0,Male,1977,Prints & Illustrated Books
320,Are we losing touch?,Friedrich Kunath,German,1974.0,,Male,2003,Drawings
321,Untitled,Almir Mavignier,Brazilian,1925.0,,Male,1961,Prints & Illustrated Books
322,"Untitled (4 days, 3 nights, 1 summer)",Joey Kötting,British,1966.0,,Male,2001,Prints & Illustrated Books
323,Color separations for LOISIRS,Jean Dubuffet,French,1901.0,1985.0,Male,1966,Prints & Illustrated Books
324,Wayne County & the Backstreet Boys at Max's,Unknown,American,,,Gender Unknown,1975,Architecture & Design
325,International Film Festival,Unknown,Nationality Unknown,,,Gender Unknown,1900,Architecture & Design
326,Untitled,Mateo López,Colombian,1978.0,,Male,1900,Drawings
327,"Haiti, Port-au-Prince, Cemetery",Bruce Gilden,American,1946.0,,Male,1988,Photography
328,"Ship Construction, Bath, Maine",Clarence H. White,American,1871.0,1925.0,Male,1917,Photography
329,Composition of Circles and Overlapping Angles,Sophie Taeuber-Arp,Swiss,1889.0,1943.0,Female,1930,Painting & Sculpture
330,Reste,Arnulf Rainer,Austrian,1929.0,,Male,1978,Prints & Illustrated Books
331,Color Wheel (for Parkett no. 81),Cosima von Bonin,German,1962.0,,Female,2007,Prints & Illustrated Books
332,The Little Tear Gland That Says Tic Tac (La Petite fistule lacrimale qui dit tic tac),Max Ernst,French,1891.0,1976.0,Male,1920,Drawings
333,In-text plate (page 165) from DAPHNIS ET CHLOÉ,Pierre Bonnard,French,1867.0,1947.0,Male,1902,Prints & Illustrated Books
334,Headpiece (page 67) from FABLES,Thomas Bewick,British,1753.0,1828.0,Male,1818,Prints & Illustrated Books
335,For the Benefit of Native Children (A Beneficio del Niño indigena),Isidoro Ocampo,Mexican,1910.0,1983.0,Male,1925,Prints & Illustrated Books
336,Untitled,Peter Booth,Australian,1940.0,,Male,1984,Drawings
337,DWB Jahresversammlung,Herbert Bayer,American,1900.0,1985.0,Male,1929,Architecture & Design
338,Untitled from the portfolio Souvenirs du Camp de Chalons,Gustave Le Gray,French,1820.0,1884.0,Male,1857,Photography
339,"11th variant of ...AND ONE MUST DIE WITHOUT KILLING THE WIND... (volume I, 11th unnumbered folio) from PASIPHAÉ",Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
340,Oklahoma,Lee Friedlander,American,1934.0,,Male,1973,Photography
341,"Reclining Chair with Rocker, with Arms (Perspective sketch)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1934,Architecture & Design
342,"Plate (folio 51) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,American,1928.0,2007.0,Male,1980,Prints & Illustrated Books
343,Margarethe Kleinschmidt in a Wicker Chair (Margarethe Kleinschmidt im Korbstuhl),Paul Kleinschmidt,German,1883.0,1949.0,Male,1921,Prints & Illustrated Books
344,"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Louise Bourgeois,American,1911.0,2010.0,Female,1995,Prints & Illustrated Books
345,"Dusk, Yokohama",Daido Moriyama,Japanese,1938.0,,Male,1969,Photography
346,Landscape Panoramas,Jan Dibbets,Dutch,1941.0,,Male,1971,Photography
347,"Broken Egg, New York",Irving Penn,American,1917.0,2009.0,Male,1958,Photography
348,Ornamental initial V (page 8) from CANTICUM CANTICORUM SALOMONIS,Eric Gill,British,1882.0,1940.0,Male,1931,Prints & Illustrated Books
349,Montgeron (Saules),Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
350,Footprints from Traveling. Limit of Reach,Robert Morris,American,1931.0,,Male,1976,Drawings
351,In-text plate (folio 34) from BIOTHERM,Jim Dine,American,1935.0,,Male,1900,Prints & Illustrated Books
352,Vertical Horizontals,Hedda Sterne,American,1910.0,,Female,1967,Prints & Illustrated Books
353,"Duplicate of wrapper front (supplementary suite, wrapper front) from CONTES",Henri Laurens,French,1885.0,1954.0,Male,1953,Prints & Illustrated Books
354,"""UB""",Sergio Gonzalez-Tornero,Chilean,1927.0,,Male,1961,Prints & Illustrated Books
355,Untitled,Francis Alÿs,Belgian,1959.0,,Male,1900,Media and Performance Art
356,Composition,Luigi Veronesi,Italian,1908.0,1998.0,Male,1935,Photography
357,"Meredith Memorial Hall, Drake University, Des Moines, IA (Exterior elevation)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
358,Armando Reverón,Carlos Herrera,Venezuelan,1909.0,1988.0,Male,1940,Photography
359,Low Tide Wandering No. 7 (Wattwanderung No. 7) from Low Tide Wandering (Wattwanderung),Thomas Schütte,German,1954.0,,Male,2001,Prints & Illustrated Books
360,Untitled,Ernest J. Bellocq,American,1873.0,1949.0,Male,1912,Photography
361,Plate (folio 32) from Capital in Pictures,Hugo Gellert,American,1892.0,1985.0,Male,1933,Prints & Illustrated Books
362,Untitled,Rene Portocarrero,Cuban,1914.0,1985.0,Male,1941,Drawings
363,"Tout, no. 9",Ben Vautier,French,1935.0,,Male,1965,Prints & Illustrated Books
364,Modena,Luigi Ghirri,Italian,1943.0,1992.0,Male,1971,Photography
365,Tortilla Flaps,Robert McKimson,American,1910.0,1977.0,Male,1958,Film
366,Models for Synthetic Pictures,Terry Winters,American,1949.0,,Male,1994,Prints & Illustrated Books
367,Fluxus is always 6 a.m.,Nam June Paik,American,1932.0,2006.0,Male,1976,Prints & Illustrated Books
368,The Farm,Louise Bourgeois,American,1911.0,2010.0,Female,1940,Prints & Illustrated Books
369,Trembling Text (Texte frissonnant) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901.0,1985.0,Male,1959,Prints & Illustrated Books
370,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Erich Mendelsohn,American,1887.0,1953.0,Male,1935,Architecture & Design
371,"Champfleurette, the White Cat",Louise Bourgeois,American,1911.0,2010.0,Female,1993,Prints & Illustrated Books
372,Zen For Film,Nam June Paik,American,1932.0,2006.0,Male,1965,Fluxus Collection
373,Experiment,Roman Signer,Swiss,1938.0,,Male,1982,Media and Performance Art
374,Che,Francisco Blanco,Cuban,,,Male,1972,Architecture & Design
375,Merry-go-round,Edward Dwurnik,Polish,1943.0,,Male,1985,Prints & Illustrated Books
376,"M.A.E., Boston",Nicholas Nixon,American,1947.0,,Male,1985,Photography
377,Art & Project Bulletin #90,Richard Long,British,1945.0,,Male,1975,Prints & Illustrated Books
378,Untitled from Favorite Objects,Christian Boltanski,French,1944.0,,Male,1998,Prints & Illustrated Books
379,"Cristo, Tlacochoaya, Oaxaca",Paul Strand,American,1890.0,1976.0,Male,1933,Photography
380,Boxer [Hein Domgörgen],August Sander,German,1876.0,1964.0,Male,1923,Photography
381,"German People - German Work Exhibit, Berlin, Germany, Final exhibit. Stove section. Plan.",Lilly Reich,German,1885.0,1947.0,Female,1934,Architecture & Design
382,Untitled from Gloria,Alex Katz,American,1927.0,,Male,2005,Prints & Illustrated Books
383,Seated Woman with Drapery,Gaston Lachaise,American,1882.0,1935.0,Male,1900,Drawings
384,Clown and Child from Cirque,Georges Rouault,French,1871.0,1958.0,Male,1930,Prints & Illustrated Books
385,Untitled #32,José Antonio Suárez Londoño,Colombian,1955.0,,Male,1900,Prints & Illustrated Books
386,Repeat of pictorial initial L from page 14 (page 228) from LES PETITES FLEURS,Émile Bernard,French,1868.0,1941.0,Male,1928,Prints & Illustrated Books
387,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
388,Zebra,Richard Francisco,American,1942.0,,Male,1973,Drawings
389,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1930,Photography
390,Earnestly Exhorting the Cook to Protect Isabella,Peggy Bacon,American,1895.0,1987.0,Female,1919,Prints & Illustrated Books
391,Marvin in Blue Sparkle Chair from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye,Meg Cranston,American,1960.0,,Female,1995,Drawings
392,"Factories, Lynn, Massachusetts",Walker Evans,American,1903.0,1975.0,Male,1932,Photography
393,El fascismo. 7a. Conferencia: El fascismo japonés. Orador: Daniel Cosío Villegas. Viernes 9 de junio. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Isidoro Ocampo,Mexican,1910.0,1983.0,Male,1939,Prints & Illustrated Books
394,Reclining Chair without Arms (Elevation sketch),Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1931,Architecture & Design
395,"The Tavern (La Maison du traktir), plate XX (supplementary suite) from Les Âmes mortes",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
396,Untitled from the series Paris,Sigmar Polke,German,1941.0,2010.0,Male,1971,Photography
397,"Lulu, Gerrittsen Beach, Brooklyn",Thomas Roma,American,1950.0,,Male,1981,Photography
398,"Grizzly Giant, Mariposa Grove, Yosemite",Carleton E. Watkins,American,1829.0,1916.0,Male,1861,Photography
399,[title in Russian],Unknown,Russian,,,Gender Unknown,1970,Architecture & Design
400,Untitled,Fré Cohen,Dutch,1903.0,1943.0,Female,1931,Architecture & Design
401,"The Happy House, plate 7 of 7, from the portfolio, La Réparation",Louise Bourgeois,American,1911.0,2010.0,Female,2001,Prints & Illustrated Books
402,"FDR Drive & 23rd Street, from 19 Rainstorms",Neil Goldberg,American,1963.0,,Male,1900,Media and Performance Art
403,Cover from TAMAR,Masuo Ikeda,Japanese,1934.0,1997.0,Male,1961,Prints & Illustrated Books
404,"Poster for &lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;, Louise Lawler, Adrian Piper & Cindy Sherman, Artists Space, New York, September 23–October 28, 1978",Louise Lawler,American,1947.0,,Female,1978,Prints & Illustrated Books
405,Another Day of a Housewife,Mako Idemitsu,Japanese,1940.0,,Female,1900,Media and Performance Art
406,"Wall House, Auroville, India (Section)",Anupama Kundoo,Indian,1967.0,,Female,1900,Architecture & Design
407,"Sketchbook: El Golea, II",Jean Dubuffet,French,1901.0,1985.0,Male,1948,Drawings
